article_id,section_name,web_url,tags,pillar_name
environment/2021/aug/13/uk-political-factions-in-the-battle-against-the-climate-crisis,Environment,https://www.theguardian.com/environment/2021/aug/13/uk-political-factions-in-the-battle-against-the-climate-crisis,"['Climate crisis', 'Environment', 'UK news', 'Politics', 'Greenhouse gas emissions', 'Conservatives', 'Labour', 'Green party', 'Boris Johnson', 'Cop26', 'Keir Starmer', 'Article', 'Analysis', 'Rowena Mason', 'The Guardian', 'Main section', 'UK news', 'UK Design']",News
environment/2021/oct/26/climate-crisis-economists-grossly-undervalue-young-lives-warns-stern,Environment,https://www.theguardian.com/environment/2021/oct/26/climate-crisis-economists-grossly-undervalue-young-lives-warns-stern,"['Climate crisis', 'Cop26', 'Nicholas Stern', 'Environment', 'Economics', 'Article', 'News', 'Damian Carrington', 'UK Environment']",News
business/2021/jun/06/tesla-model-3-becomes-most-popular-battery-electric-car-on-uk-roads,Business,https://www.theguardian.com/business/2021/jun/06/tesla-model-3-becomes-most-popular-battery-electric-car-on-uk-roads,"['Automotive industry', 'Business', 'Tesla', 'Nissan', 'UK news', 'Electric, hybrid and low-emission cars', 'Greenhouse gas emissions', 'Environment', 'Ethical and green living', 'Motoring', 'Travel and transport', 'US news', 'Elon Musk', 'Technology', 'Climate crisis', 'Article', 'News', 'Jasper Jolly', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
business/2021/oct/04/uk-electricity-generation-boris-johnson-conservative-conference-gas,Business,https://www.theguardian.com/business/2021/oct/04/uk-electricity-generation-boris-johnson-conservative-conference-gas,"['Energy industry', 'Gas', 'Business', 'Conservative conference 2021', 'Politics', 'UK news', 'Energy', 'Gas', 'Environment', 'Fossil fuels', 'Article', 'News', 'Rob Davies', 'UK Business']",News
australia-news/2021/jul/14/australia-appoints-founding-chair-of-major-gas-and-oil-producer-to-clean-energy-regulator,Australia news,https://www.theguardian.com/australia-news/2021/jul/14/australia-appoints-founding-chair-of-major-gas-and-oil-producer-to-clean-energy-regulator,"['Energy', 'Australia news', 'Energy', 'Climate crisis', 'Angus Taylor', 'Environment', 'Article', 'News', 'Amy Remeikis', 'Australia Politics']",News
environment/2021/oct/16/boris-johnson-climate-credibility-at-stake-cop26-summit,Environment,https://www.theguardian.com/environment/2021/oct/16/boris-johnson-climate-credibility-at-stake-cop26-summit,"['Cop26', 'Climate crisis', 'Climate science', 'Boris Johnson', 'Rishi Sunak', 'Conservatives', 'Kwasi Kwarteng', 'United Nations', 'Environment', 'Politics', 'UK news', 'Greenhouse gas emissions', 'Article', 'News', 'Fiona Harvey', 'The Guardian', 'Main section', 'UK news', 'UK Environment']",News
environment/2021/may/06/hydrogen-fuel-risks-reliance-on-fossil-fuels,Environment,https://www.theguardian.com/environment/2021/may/06/hydrogen-fuel-risks-reliance-on-fossil-fuels,"['Hydrogen power', 'Gas', 'Gas', 'Oil', 'Oil', 'Climate crisis', 'Fossil fuels', 'Renewable energy', 'Environment', 'Article', 'News', 'Damian Carrington', 'UK Environment']",News
commentisfree/2021/jun/14/electric-cost-lithium-mining-decarbonasation-salt-flats-chile,Opinion,https://www.theguardian.com/commentisfree/2021/jun/14/electric-cost-lithium-mining-decarbonasation-salt-flats-chile,"['Opinion', 'Mining', 'Environment', 'Chile', 'Americas', 'World news', 'Climate crisis', 'Renewable energy', 'Water', 'Energy', 'Mining', 'Business', 'Article', 'Comment', 'Thea Riofrancos', 'The Guardian', 'Journal', 'Opinion', 'UK Opinion']",Opinion
commentisfree/2021/jul/15/the-uk-ambitious-climate-goals-spending-cuts-boris-johnson,Opinion,https://www.theguardian.com/commentisfree/2021/jul/15/the-uk-ambitious-climate-goals-spending-cuts-boris-johnson,"['Opinion', 'Economics', 'Green economy', 'Business', 'Climate crisis', 'Environment', 'Politics', 'UK news', 'Universal credit', 'Society', 'Greenhouse gas emissions', 'Article', 'Comment', 'Larry Elliott', 'The Guardian', 'Journal', 'Opinion', 'UK Opinion']",Opinion
us-news/2021/may/18/electric-planes-nasa-carbon-emissions,US news,https://www.theguardian.com/us-news/2021/may/18/electric-planes-nasa-carbon-emissions,"[""America's race to zero emissions"", 'Air transport', 'Climate crisis', 'Environment', 'Article', 'News', 'Oliver Milman', 'The Guardian', 'Special supplement', 'Special supplement', 'US News']",News
global-development/2021/sep/01/make-historic-campaign-to-ban-leaded-petrol-blueprint-to-phase-out-coal-says-un,Global development,https://www.theguardian.com/global-development/2021/sep/01/make-historic-campaign-to-ban-leaded-petrol-blueprint-to-phase-out-coal-says-un,"['Global development', 'Air pollution', 'Global health', 'Pollution', 'Environment', 'Health', 'Society', 'World news', 'Transport', 'Fossil fuels', 'Climate crisis', 'Energy', 'United Nations', 'Motoring', 'Technology', 'Article', 'News', 'Peter Muiruri', 'UK Global Development']",News
environment/2021/mar/18/uk-slashes-grants-for-electric-car-buyers-while-increasing-petrol-vehicle-support,Environment,https://www.theguardian.com/environment/2021/mar/18/uk-slashes-grants-for-electric-car-buyers-while-increasing-petrol-vehicle-support,"['Electric, hybrid and low-emission cars', 'Automotive industry', 'Environment', 'Greenhouse gas emissions', 'Business', 'Climate crisis', 'Conservatives', 'Politics', 'UK news', 'Article', 'News', 'Jasper Jolly', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
environment/2021/oct/20/meat-tax-and-frequent-flyer-levy-advice-dropped-from-uk-net-zero-strategy,Environment,https://www.theguardian.com/environment/2021/oct/20/meat-tax-and-frequent-flyer-levy-advice-dropped-from-uk-net-zero-strategy,"['Climate crisis', 'Politics', 'UK news', 'Conservatives', 'Environment', 'Transport policy', 'Air transport', 'Meat industry', 'Food', 'Green politics', 'Article', 'News', 'Sandra Laville', 'The Guardian', 'Main section', 'Top stories', 'UK Home News']",News
environment/2021/nov/26/what-happens-when-americas-coal-plants-die,Environment,https://www.theguardian.com/environment/2021/nov/26/what-happens-when-americas-coal-plants-die,"['Green light', 'Environment', 'Coal', 'Energy', 'Fossil fuels', 'Greenhouse gas emissions', 'Business', 'Climate crisis', 'Article', 'Features', 'Matt Krupnick', 'US News']",News
technology/2021/mar/16/elon-musk-tesla-lobbied-uk-to-raise-tax-on-petrol-and-diesel,Technology,https://www.theguardian.com/technology/2021/mar/16/elon-musk-tesla-lobbied-uk-to-raise-tax-on-petrol-and-diesel,"['Tesla', 'Politics', 'UK news', 'Electric, hybrid and low-emission cars', 'News', 'Article', 'Automotive industry', 'Elon Musk', 'Fossil fuels', 'Environment', 'Business', 'Conservatives', 'Energy', 'Jasper Jolly', 'UK Business']",News
environment/2021/aug/20/electric-car-batteries-what-happens-to-them,Environment,https://www.theguardian.com/environment/2021/aug/20/electric-car-batteries-what-happens-to-them,"['Green light', 'Environment', 'Electric, hybrid and low-emission cars', 'Business', 'Greenhouse gas emissions', 'Climate crisis', 'Technology', 'Travel and transport', 'Motoring', 'Recycling', 'Waste', 'Article', 'Features', 'US News']",News
commentisfree/2021/oct/23/britain-oil-gas-workers-industry,Opinion,https://www.theguardian.com/commentisfree/2021/oct/23/britain-oil-gas-workers-industry,"['Opinion', 'Energy industry', 'Oil and gas companies', 'Renewable energy', 'Business', 'Energy', 'UK news', 'Cop26', 'Article', 'Comment', 'Erik Dalhuijsen', 'UK Opinion']",Opinion
environment/2020/nov/22/well-be-left-behind-australias-electric-car-inertia-is-getting-it-nowhere,Environment,https://www.theguardian.com/environment/2020/nov/22/well-be-left-behind-australias-electric-car-inertia-is-getting-it-nowhere,"['Environmental investigations', 'Electric, hybrid and low-emission cars', 'Australian politics', 'Australia news', 'Energy', 'Greenhouse gas emissions', 'Climate crisis', 'Article', 'Features', 'Adam Morton', 'Australia News']",News
commentisfree/2021/oct/22/climate-crisis-global-councils-local-clean-energy-housing,Opinion,https://www.theguardian.com/commentisfree/2021/oct/22/climate-crisis-global-councils-local-clean-energy-housing,"['A just transition', 'Opinion', 'Local government', 'Politics', 'Society', 'UK news', 'Communities', 'Renewable energy', 'Housing', 'Social housing', 'Energy', 'Environment', 'Cop26', 'Article', 'Comment', 'Stephen Smellie', 'UK Opinion']",Opinion
australia-news/2021/oct/28/former-finance-minister-who-helped-sink-carbon-price-now-urging-australia-to-adopt-one,Australia news,https://www.theguardian.com/australia-news/2021/oct/28/former-finance-minister-who-helped-sink-carbon-price-now-urging-australia-to-adopt-one,"['Mathias Cormann', 'OECD', 'Australian politics', 'Australia news', 'Climate crisis', 'Environment', 'Cop26', 'Article', 'News', 'Sarah Martin', 'Australia News']",News
business/2021/jul/15/trillions-of-dollars-spent-on-covid-recovery-in-ways-that-harm-environment,Business,https://www.theguardian.com/business/2021/jul/15/trillions-of-dollars-spent-on-covid-recovery-in-ways-that-harm-environment,"['Economics', 'Environment', 'Biodiversity', 'Climate crisis', 'Greenhouse gas emissions', 'Pollution', 'Fossil fuels', 'Natural resources and development', 'Energy', 'Wildlife', 'Green economy', 'Conservation', 'Green politics', 'Business', 'Global development', 'World news', 'Article', 'News', 'Fiona Harvey', 'UK Environment']",News
australia-news/2021/aug/22/german-ambassador-joins-calls-for-morrison-government-to-take-more-ambitious-climate-action,Australia news,https://www.theguardian.com/australia-news/2021/aug/22/german-ambassador-joins-calls-for-morrison-government-to-take-more-ambitious-climate-action,"['Australian foreign policy', 'Greenhouse gas emissions', 'Australia news', 'Germany', 'Australian politics', 'Climate crisis', 'Environment', 'Article', 'News', 'Daniel Hurst', 'Australia News']",News
environment/2021/oct/26/uk-reach-net-zero-time-running-out-climate-crisis-chief-chris-stark,Environment,https://www.theguardian.com/environment/2021/oct/26/uk-reach-net-zero-time-running-out-climate-crisis-chief-chris-stark,"['Cop26', 'Environment', 'UK news', 'Climate Change Committee', 'Climate crisis', 'Scotland', 'Article', 'Interviews', 'News', 'Zoe Williams', 'UK Environment']",News
environment/2021/nov/11/key-cop26-pledges-could-put-world-closer-pathway,Environment,https://www.theguardian.com/environment/2021/nov/11/key-cop26-pledges-could-put-world-closer-pathway,"['Cop26', 'Greenhouse gas emissions', 'Electric, hybrid and low-emission cars', 'Environment', 'Green politics', 'Green economy', 'Deforestation', 'Coal', 'Renewable energy', 'Climate crisis', 'Article', 'News', 'Jonathan Watts', 'UK Environment']",News
money/2021/jun/12/electric-cars-switching-specialist-tariff-save-deals,Money,https://www.theguardian.com/money/2021/jun/12/electric-cars-switching-specialist-tariff-save-deals,"['Money', 'Consumer affairs', 'Energy', 'Environment', 'Energy bills', 'Energy industry', 'Energy', 'Motoring', 'Business', 'Household bills', 'Electric, hybrid and low-emission cars', 'UK news', 'Article', 'Features', 'Miles Brignall', 'The Guardian', 'Main section', 'Money', 'UK Money']",Lifestyle
business/2021/nov/17/sse-to-invest-billions-more-in-green-power-as-it-rejects-break-up-call,Business,https://www.theguardian.com/business/2021/nov/17/sse-to-invest-billions-more-in-green-power-as-it-rejects-break-up-call,"['SSE', 'Business', 'Energy industry', 'Renewable energy', 'Environment', 'Energy', 'Utilities', 'Greenhouse gas emissions', 'UK news', 'Scotland', 'Article', 'News', 'Jillian Ambrose', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
environment/2021/oct/19/science-museum-chooses-fossil-fuel-company-as-new-climate-show-sponsor,Environment,https://www.theguardian.com/environment/2021/oct/19/science-museum-chooses-fossil-fuel-company-as-new-climate-show-sponsor,"['Climate crisis', 'Museums', 'Culture', 'Environment', 'UK news', 'Article', 'News', 'Damian Carrington', 'The Guardian', 'Main section', 'UK news', 'UK Environment']",News
environment/2020/dec/09/ending-uk-climate-emissions-affordable-net-zero-climate-change-committee,Environment,https://www.theguardian.com/environment/2020/dec/09/ending-uk-climate-emissions-affordable-net-zero-climate-change-committee,"['Climate crisis', 'Green economy', 'UK news', 'Environment', 'Renewable energy', 'Energy', 'Article', 'News', 'Damian Carrington', 'The Guardian', 'Main section', 'UK news', 'UK Environment']",News
commentisfree/2020/nov/18/green-politics-10-point-green-plan-looks-good-but-boris-johnson-government-must-live-up-to-promises,Opinion,https://www.theguardian.com/commentisfree/2020/nov/18/green-politics-10-point-green-plan-looks-good-but-boris-johnson-government-must-live-up-to-promises,"['Opinion', 'Green politics', 'Environment', 'Boris Johnson', 'Politics', 'Climate crisis', 'UK news', 'Nuclear power', 'Automotive industry', 'Energy', 'Greenpeace', 'Article', 'Comment', 'Rebecca Newsom', 'UK Opinion']",Opinion
environment/2021/nov/22/chemicals-industry-pollution-emissions-climate,Environment,https://www.theguardian.com/environment/2021/nov/22/chemicals-industry-pollution-emissions-climate,"['Green light', 'Environment', 'Business', 'Climate crisis', 'Greenhouse gas emissions', 'Chemistry', 'Carbon capture and storage (CCS)', 'Plastics', 'Oil and gas companies', 'Article', 'Features', 'PFAS', 'US News']",News
business/2021/mar/01/fossil-fuel-cars-make-hundreds-of-times-more-waste-than-electric-cars,Business,https://www.theguardian.com/business/2021/mar/01/fossil-fuel-cars-make-hundreds-of-times-more-waste-than-electric-cars,"['Automotive industry', 'Fossil fuels', 'Energy', 'Electric, hybrid and low-emission cars', 'Travel and transport', 'Greenhouse gas emissions', 'Climate crisis', 'Ethical and green living', 'Business', 'Environment', 'World news', 'Motoring', 'Technology', 'Article', 'News', 'Jasper Jolly', 'UK Business']",News
environment/2021/apr/20/without-the-treasury-backing-climate-action-the-uks-net-zero-target-is-doomed,Environment,https://www.theguardian.com/environment/2021/apr/20/without-the-treasury-backing-climate-action-the-uks-net-zero-target-is-doomed,"['Greenhouse gas emissions', 'Climate crisis', 'Green economy', 'Rishi Sunak', 'Renewable energy', 'Energy efficiency', 'Politics', 'Climate science', 'Environment', 'Green cities', 'Green building', 'UK news', 'Article', 'News', 'Fiona Harvey', 'The Guardian', 'Main section', 'UK news', 'UK Environment']",News
australia-news/2021/may/18/angus-taylor-moves-to-allow-renewable-energy-agency-to-fund-carbon-capture-and-hydrogen,Australia news,https://www.theguardian.com/australia-news/2021/may/18/angus-taylor-moves-to-allow-renewable-energy-agency-to-fund-carbon-capture-and-hydrogen,"['Australian politics', 'Angus Taylor', 'Fossil fuels', 'Renewable energy', 'Energy', 'Environment', 'Australia news', 'Carbon capture and storage (CCS)', 'Article', 'News', 'Lisa Cox', 'Australia News']",News
environment/2021/oct/21/greta-thunberg-accuses-world-leaders-of-being-in-denial-over-climate-crisis,Environment,https://www.theguardian.com/environment/2021/oct/21/greta-thunberg-accuses-world-leaders-of-being-in-denial-over-climate-crisis,"['Climate crisis', 'Greta Thunberg', 'Environment', 'World news', 'Article', 'News', 'Nadeem Badshah', 'UK Home News']",News
environment/2021/sep/06/south-australia-avoids-universally-panned-victorian-electric-vehicle-user-charge-for-now,Environment,https://www.theguardian.com/environment/2021/sep/06/south-australia-avoids-universally-panned-victorian-electric-vehicle-user-charge-for-now,"['Electric vehicles', 'South Australia', 'Australia news', 'Environment', 'Australian politics', 'Climate crisis', 'Article', 'News', 'Royce Kurmelovs', 'Australia News']",News
business/2021/sep/15/australian-economy-survived-covid-better-than-most-but-recovery-could-slow-oecd-says,Business,https://www.theguardian.com/business/2021/sep/15/australian-economy-survived-covid-better-than-most-but-recovery-could-slow-oecd-says,"['Australian economy', 'Australian politics', 'OECD', 'Coronavirus', 'Business', 'Article', 'Global economy', 'Climate crisis', 'Environment', 'Australia news', 'News', 'Paul Karp', 'Australia News']",News
world/2021/oct/23/facing-pressure-at-home-new-zealands-climate-change-minister-steels-himself-for-cop26,World news,https://www.theguardian.com/world/2021/oct/23/facing-pressure-at-home-new-zealands-climate-change-minister-steels-himself-for-cop26,"['New Zealand', 'Cop26', 'Climate crisis', 'Asia Pacific', 'Environment', 'World news', 'New Zealand politics', 'Greenhouse gas emissions', 'Article', 'Features', 'Eva Corlett', 'New Zealand']",News
environment/2021/oct/30/cop26-the-time-for-prevarication-is-over,Environment,https://www.theguardian.com/environment/2021/oct/30/cop26-the-time-for-prevarication-is-over,"['Cop26', 'Climate crisis', 'Flooding', 'Renewable energy', 'Environment', 'Wildfires', 'Article', 'Comment', 'Katharine Viner', 'The Guardian', 'Special supplement', 'Special supplement', 'UK Environment']",News
commentisfree/2021/may/06/difference-real-climate-policy-greenwashing-emissions,Opinion,https://www.theguardian.com/commentisfree/2021/may/06/difference-real-climate-policy-greenwashing-emissions,"['Opinion', 'Climate crisis', 'Environment', 'Climate science', 'Science', 'Fossil fuels', 'Energy', 'UK news', 'Cop26', 'Article', 'Comment', 'Damian Carrington', 'The Guardian', 'Journal', 'Opinion', 'UK Opinion']",Opinion
environment/2021/mar/24/labour-to-outline-plan-to-spark-electric-car-revolution-across-uk,Environment,https://www.theguardian.com/environment/2021/mar/24/labour-to-outline-plan-to-spark-electric-car-revolution-across-uk,"['Electric, hybrid and low-emission cars', 'Ed Miliband', 'Labour', 'Greenhouse gas emissions', 'Climate crisis', 'Inequality', 'UK news', 'Automotive industry', 'Article', 'News', 'Heather Stewart', 'UK Home News']",News
commentisfree/2021/oct/19/switched-career-coal-working-renewables,Opinion,https://www.theguardian.com/commentisfree/2021/oct/19/switched-career-coal-working-renewables,"['A just transition', 'Opinion', 'Coal', 'Renewable energy', 'Cop26', 'Environment', 'Energy', 'Fossil fuels', 'UK news', 'Article', 'Comment', 'UK Opinion']",Opinion
environment/2021/oct/26/net-zero-diaries-three-people-on-the-climate-crisis-and-the-uks-response,Environment,https://www.theguardian.com/environment/2021/oct/26/net-zero-diaries-three-people-on-the-climate-crisis-and-the-uks-response,"['Climate crisis', 'UK news', 'Politics', 'Environment', 'Article', 'News', 'Features', 'The Guardian', 'Main section', 'UK news', 'UK Home News']",News
business/2021/jun/11/world-oil-demand-covid-opec-iea,Business,https://www.theguardian.com/business/2021/jun/11/world-oil-demand-covid-opec-iea,"['Oil', 'Energy industry', 'Opec', 'Business', 'Oil', 'Environment', 'Energy', 'UK news', 'World news', 'Article', 'News', 'Joanna Partridge', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
australia-news/2021/sep/29/climate-pressure-on-scott-morrison-grows-after-nsw-promises-to-cut-emissions-in-half-by-2030,Australia news,https://www.theguardian.com/australia-news/2021/sep/29/climate-pressure-on-scott-morrison-grows-after-nsw-promises-to-cut-emissions-in-half-by-2030,"['Australian politics', 'New South Wales', 'Australia news', 'Climate crisis', 'Environment', 'Scott Morrison', 'Coalition', 'National party', 'Liberal party', 'Kevin Rudd', 'Gladys Berejiklian', 'Cop26', 'Article', 'News', 'Adam Morton', 'Katharine Murphy', 'Australia News']",News
business/2021/jan/09/norways-electric-car-drive-belies-national-reliance-on-fossil-fuels,Business,https://www.theguardian.com/business/2021/jan/09/norways-electric-car-drive-belies-national-reliance-on-fossil-fuels,"['Automotive industry', 'Business', 'Electric, hybrid and low-emission cars', 'Environment', 'Norway', 'Greenhouse gas emissions', 'Motoring', 'Ethical and green living', 'Climate crisis', 'Europe', 'UK news', 'Technology', 'Travel and transport', 'World news', 'Article', 'News', 'Elisabeth Ulven', 'Tone Sutterud', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
environment/2021/nov/03/the-pm-goes-to-glasgow-or-what-scott-morrison-didnt-do-at-cop26,Environment,https://www.theguardian.com/environment/2021/nov/03/the-pm-goes-to-glasgow-or-what-scott-morrison-didnt-do-at-cop26,"['Cop26', 'Climate crisis', 'Environment', 'Scott Morrison', 'Greenhouse gas emissions', 'Australia news', 'Coalition', 'Emmanuel Macron', 'Article', 'Analysis', 'Adam Morton', 'Australia News']",News
commentisfree/2021/jul/27/floods-london-frontline-climate-emergency-defences-traffic,Opinion,https://www.theguardian.com/commentisfree/2021/jul/27/floods-london-frontline-climate-emergency-defences-traffic,"['Opinion', 'Flooding', 'Environment', 'London', 'UK news', 'Air pollution', 'Cop26', 'Greenhouse gas emissions', 'Pollution', 'Energy efficiency', 'Road transport', 'Climate crisis', 'Article', 'Comment', 'Sadiq Khan']",Opinion
commentisfree/2021/oct/21/nhs-green-healthcare-staff-emissions-infrastructure,Opinion,https://www.theguardian.com/commentisfree/2021/oct/21/nhs-green-healthcare-staff-emissions-infrastructure,"['Opinion', 'NHS', 'Cop26', 'Climate crisis', 'UK news', 'Environment', 'Health', 'Greenhouse gas emissions', 'Simon Stevens', 'Article', 'Comment', 'Polly Toynbee', 'The Guardian', 'Journal', 'Opinion', 'UK Opinion']",Opinion
environment/2021/sep/10/uk-ministers-met-fossil-fuel-firms-nine-times-more-often-than-clean-energy-companies,Environment,https://www.theguardian.com/environment/2021/sep/10/uk-ministers-met-fossil-fuel-firms-nine-times-more-often-than-clean-energy-companies,"['Fossil fuels', 'Environment', 'Energy', 'UK news', 'Cop26', 'Greenhouse gas emissions', 'Kwasi Kwarteng', 'Business', 'Article', 'News', 'Fiona Harvey', 'The Guardian', 'Main section', 'UK news', 'UK Environment']",News
environment/2021/aug/10/only-immediate-action-will-halt-global-heating,Environment,https://www.theguardian.com/environment/2021/aug/10/only-immediate-action-will-halt-global-heating,"['Climate crisis', 'Intergovernmental Panel on Climate Change (IPCC)', 'Cop26', 'Climate science', 'Environment', 'Air transport', 'Global climate talks', 'United Nations', 'Greenhouse gas emissions', 'Article', 'Letters', 'The Guardian', 'Journal', 'Letters', 'UK Letters and Leader Writers']",News
environment/2021/nov/11/sadiq-khan-cop26-cities-climate-electric-buses,Environment,https://www.theguardian.com/environment/2021/nov/11/sadiq-khan-cop26-cities-climate-electric-buses,"['Cop26', 'Cities', 'Climate crisis', 'Transport policy', 'Sadiq Khan', 'Politics', 'Environment', 'Transport', 'Electric, hybrid and low-emission cars', 'Road transport', 'UK news', 'World news', 'Greenhouse gas emissions', 'London', 'Article', 'News', 'Damian Carrington', 'UK Environment']",News
environment/2021/nov/01/green-homes-grant-scheme-helped-just-15000-low-income-households,Environment,https://www.theguardian.com/environment/2021/nov/01/green-homes-grant-scheme-helped-just-15000-low-income-households,"['Green economy', 'Energy', 'Energy bills', 'Housing', 'Climate crisis', 'Green building', 'Green jobs', 'Liberal Democrats', 'Household bills', 'Politics', 'UK news', 'Article', 'News', 'Miles Brignall', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
news/2020/dec/08/the-curse-of-white-oil-electric-vehicles-dirty-secret-lithium,News,https://www.theguardian.com/news/2020/dec/08/the-curse-of-white-oil-electric-vehicles-dirty-secret-lithium,"['The long read', 'Electric, hybrid and low-emission cars', 'Renewable energy', 'Mining', 'Mining', 'Portugal', 'Chile', 'Energy', 'Article', 'Features', 'Oliver Balch', 'The Guardian', 'Journal', 'The Long Read', 'UK Long Read']",News
business/2021/mar/26/uk-startup-octopus-energy-becomes-renewable-energy-giant-in-3bn-deal,Business,https://www.theguardian.com/business/2021/mar/26/uk-startup-octopus-energy-becomes-renewable-energy-giant-in-3bn-deal,"['Business', 'Renewable energy', 'Energy industry', 'Environment', 'Green economy', 'Utilities', 'Ethical and green living', 'Energy', 'Article', 'News', 'Jillian Ambrose', 'UK Environment']",News
environment/live/2021/nov/05/cop26-richest-1-will-account-for-16-of-total-emissions-by-2030-day-five-live,Environment,https://www.theguardian.com/environment/live/2021/nov/05/cop26-richest-1-will-account-for-16-of-total-emissions-by-2030-day-five-live,"['Cop26', 'Environment', 'Climate crisis', 'Article', 'Minute by minute', 'News', 'Oliver Holmes', 'Chris Michael', 'Damian Carrington', 'Nina Lakhani', 'Patrick Greenfield', 'Severin Carrell', 'Libby Brooks', 'Jillian Ambrose', 'UK Environment']",News
environment/2021/oct/24/heat-pumps-are-practical-and-necessary,Environment,https://www.theguardian.com/environment/2021/oct/24/heat-pumps-are-practical-and-necessary,"['Ethical and green living', 'Energy', 'Fossil fuels', 'Gas', 'Environment', 'Energy bills', 'Consumer affairs', 'Energy efficiency', 'Article', 'Letters', 'The Guardian', 'Journal', 'Letters', 'UK Letters and Leader Writers']",News
business/commentisfree/2021/jun/06/australia-looks-set-to-lose-its-opportunity-to-decouple-gdp-growth-from-carbon-emissions,Business,https://www.theguardian.com/business/commentisfree/2021/jun/06/australia-looks-set-to-lose-its-opportunity-to-decouple-gdp-growth-from-carbon-emissions,"['Grogonomics graph of the week', 'Opinion', 'Australian economy', 'Greenhouse gas emissions', 'Climate crisis', 'Environment', 'Article', 'Comment', 'Greg Jericho', 'Australia Opinion']",News
commentisfree/2021/oct/27/china-climate-pledges-cop26-emissions,Opinion,https://www.theguardian.com/commentisfree/2021/oct/27/china-climate-pledges-cop26-emissions,"['Opinion', 'China', 'Cop26', 'Environment', 'Climate crisis', 'Greenhouse gas emissions', 'World news', 'Article', 'Comment', 'Zheng Zeguang', 'UK Opinion']",Opinion
world/2021/jun/11/g7-leaders-face-make-or-break-moment-in-climate-crisis,World news,https://www.theguardian.com/world/2021/jun/11/g7-leaders-face-make-or-break-moment-in-climate-crisis,"['G7', 'Climate crisis', 'Cop26', 'Environment', 'World news', 'Fossil fuel divestment', 'Green economy', 'UK news', 'Cornwall', 'Article', 'Analysis', 'Fiona Harvey', 'UK Environment']",News
business/2021/sep/20/competition-watchdog-gives-firms-deadline-on-ending-greenwashing,Business,https://www.theguardian.com/business/2021/sep/20/competition-watchdog-gives-firms-deadline-on-ending-greenwashing,"['Competition and Markets Authority', 'Climate crisis', 'Business', 'Regulators', 'Environment', 'Advertising', 'UK news', 'Media', 'Marketing & PR', 'Article', 'News', 'Rob Davies', 'The Guardian', 'Main section', 'Business', 'UK Business']",News
australia-news/2021/nov/17/dark-roofs-to-be-banned-in-nsw-planning-minister-says,Australia news,https://www.theguardian.com/australia-news/2021/nov/17/dark-roofs-to-be-banned-in-nsw-planning-minister-says,"['Urban planning', 'Planning policy', 'Australia news', 'New South Wales', 'Climate crisis', 'Article', 'News', 'Anne Davies', 'Elias Visontay', 'The Guardian', 'Main section', 'International', 'Australia News']",News
environment/2021/aug/13/treasury-blocking-green-policies-key-to-uk-net-zero-target,Environment,https://www.theguardian.com/environment/2021/aug/13/treasury-blocking-green-policies-key-to-uk-net-zero-target,"['Green economy', 'Tax and spending', 'Cop26', 'Environment', 'Greenhouse gas emissions', 'Climate crisis', 'Politics', 'UK news', 'Article', 'News', 'Fiona Harvey', 'The Guardian', 'Main section', 'UK news', 'UK Environment']",News
commentisfree/2021/apr/19/britain-emissions-polluter-elite-zero-carbon-overconsumption,Opinion,https://www.theguardian.com/commentisfree/2021/apr/19/britain-emissions-polluter-elite-zero-carbon-overconsumption,"['Opinion', 'Climate crisis', 'Cop26', 'Environment', 'Greenhouse gas emissions', 'Overconsumption', 'World news', 'Air transport', 'Inequality', 'Pollution', 'Article', 'Comment', 'Peter Newell', 'UK Opinion']",Opinion
environment/2021/aug/12/uk-replace-fossil-gas-blue-hydrogen-backfire-emissions,Environment,https://www.theguardian.com/environment/2021/aug/12/uk-replace-fossil-gas-blue-hydrogen-backfire-emissions,"['Green politics', 'Hydrogen power', 'Fossil fuels', 'Fossil fuel divestment', 'Energy', 'Environment', 'Renewable energy', 'Climate crisis', 'Gas', 'UK news', 'Politics', 'Article', 'News', 'Jillian Ambrose', 'UK Business']",News
us-news/2021/mar/31/biden-infrastructure-plan-address-climate-crisis,Environment,https://www.theguardian.com/us-news/2021/mar/31/biden-infrastructure-plan-address-climate-crisis,"['Climate crisis', 'Joe Biden', 'Infrastructure', 'Biden administration', 'US news', 'US politics', 'US domestic policy', 'Article', 'News', 'Oliver Milman', 'The Guardian', 'Main section', 'International', 'US News']",News
environment/2021/jul/26/climate-crisis-green-light,Environment,https://www.theguardian.com/environment/2021/jul/26/climate-crisis-green-light,"['Environment', 'Climate crisis', 'US news', 'Fossil fuels', 'World news', 'Energy', 'Business', 'Article', 'News', 'Features', 'The Guardian', 'Special supplement', 'Special supplement', 'US News']",News
